
dump sentences\V-587_7_.txt	x-rays	cat	released by	PART-OF	[VBN, IN]	2
dump sentences\A-300_29_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-349_1_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-99_26_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-349_7_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-157_22_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-158_0_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\V-449_1_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\A-256_31_.txt	cigarettes	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\V-891_3_.txt	protein	pork	in	PART-OF	[IN]	2
dump sentences\V-68_3_.txt	protein	pork	in	PART-OF	[IN]	2
dump sentences\T-1599_2_.txt	fats	animal products	in	PART-OF	[IN]	2
dump sentences\A-181_1_.txt	phytate	vegetarian	in	PART-OF	[IN]	2
dump sentences\V-983_6_.txt	arachidonic acid	vegetarian	in	PART-OF	[IN]	2
dump sentences\T-689_5_.txt	arsenic	american	in	PART-OF	[IN]	2
dump sentences\A-173_22_.txt	arsenic	apple juice	in	PART-OF	[IN]	2
dump sentences\A-432_4_.txt	arsenic	apple juice	in	PART-OF	[IN]	2
dump sentences\V-462_15_.txt	arsenic	apple juice	in	PART-OF	[IN]	2
dump sentences\A-330_0_.txt	carnitine	red meat	in	PART-OF	[IN]	2
dump sentences\A-381_28_.txt	kidney failure	children	in	PART-OF	[IN]	2
dump sentences\T-440_11_.txt	kidney failure	children	in	PART-OF	[IN]	2
dump sentences\V-1258_1_.txt	acne	milk	in	PART-OF	[IN]	2
dump sentences\A-294_41_.txt	phytonutrients	spices	in	PART-OF	[IN]	2
dump sentences\V-576_37_.txt	phytonutrients	spices	in	PART-OF	[IN]	2
dump sentences\T-1725_2_.txt	phytonutrients	spices	in	PART-OF	[IN]	2
dump sentences\T-472_4_.txt	ascorbic acid	soda	in	PART-OF	[IN]	2
dump sentences\V-697_1_.txt	muscle tissues	poultry	in	PART-OF	[IN]	2
dump sentences\V-625_6_.txt	salmonella	poultry	in	PART-OF	[IN]	2
dump sentences\T-1504_12_.txt	salmonella	poultry	in	PART-OF	[IN]	2
dump sentences\A-343_7_.txt	salmonella	poultry	in	PART-OF	[IN]	2
dump sentences\V-1076_2_.txt	mortality	poultry	in	PART-OF	[IN]	2
dump sentences\V-551_11_.txt	mortality	poultry	in	PART-OF	[IN]	2
dump sentences\A-268_8_.txt	mortality	poultry	in	PART-OF	[IN]	2
dump sentences\A-80_35_.txt	prevention	poultry	in	PART-OF	[IN]	2
dump sentences\A-304_37_.txt	fish	fukushima	in	PART-OF	[IN]	2
dump sentences\V-267_1_.txt	pollutants	pregnancy	in	PART-OF	[IN]	2
dump sentences\V-1292_10_.txt	putrescine	turkey	in	PART-OF	[IN]	2
dump sentences\V-644_23_.txt	cavities	kids	in	PART-OF	[IN]	2
dump sentences\V-997_5_.txt	toxicity	breastfeeding	in	PART-OF	[IN]	2
dump sentences\V-149_10_.txt	nicotine	ketchup	in	PART-OF	[IN]	2
dump sentences\A-107_40_.txt	gluten	medical journals	in	PART-OF	[IN]	2
dump sentences\V-122_13_.txt	premature puberty	girls	in	PART-OF	[IN]	2
dump sentences\V-891_3_.txt	calcium	dairy	in	PART-OF	[IN]	2
dump sentences\V-769_4_.txt	calcium	dairy	in	PART-OF	[IN]	2
dump sentences\V-71_9_.txt	diseases	dairy	in	PART-OF	[IN]	2
dump sentences\T-65_1_.txt	steroids	dairy	in	PART-OF	[IN]	2
dump sentences\A-75_35_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\T-568_1_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\A-206_26_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\T-457_13_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\T-554_3_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\T-1357_8_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\V-1047_1_.txt	hormones	dairy	in	PART-OF	[IN]	2
dump sentences\V-1040_9_.txt	dioxins	dairy	in	PART-OF	[IN]	2
dump sentences\T-568_1_.txt	steroid hormones	dairy	in	PART-OF	[IN]	2
dump sentences\A-156_14_.txt	antibodies	crohn's disease	in	PART-OF	[IN, NN]	2
dump sentences\V-909_2_.txt	phytonutrients	blueberries	in	PART-OF	[IN]	2
dump sentences\V-747_10_.txt	anthocyanins	blueberries	in	PART-OF	[IN]	2
dump sentences\T-263_4_.txt	fructose	blueberries	in	PART-OF	[IN]	2
dump sentences\V-1239_17_.txt	soda	cranberry juice	in	PART-OF	[IN]	2
dump sentences\V-326_23_.txt	phytonutrients	plant	in	PART-OF	[IN]	2
dump sentences\A-23_27_.txt	phytonutrients	plant	in	PART-OF	[IN]	2
dump sentences\V-250_5_.txt	phytonutrients	plant	in	PART-OF	[IN]	2
dump sentences\A-253_17_.txt	carbs	plant	in	PART-OF	[IN]	2
dump sentences\V-537_17_.txt	carbs	plant	in	PART-OF	[IN]	2
dump sentences\A-420_6_.txt	phytosterols	plant	in	PART-OF	[IN]	2
dump sentences\V-756_0_.txt	phytosterols	plant	in	PART-OF	[IN]	2
dump sentences\T-1961_12_.txt	survival	plant	in	PART-OF	[IN]	2
dump sentences\V-160_9_.txt	potassium	plant	in	PART-OF	[IN]	2
dump sentences\A-34_38_.txt	diseases	plant	in	PART-OF	[IN]	2
dump sentences\T-1911_17_.txt	angiogenesis inhibitors	plant	in	PART-OF	[IN]	2
dump sentences\T-343_2_.txt	cadmium	plant	in	PART-OF	[IN]	2
dump sentences\V-774_20_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\V-483_13_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\V-633_7_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\V-250_3_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\A-192_10_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\T-590_7_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\A-52_23_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\V-354_28_.txt	antioxidants	plant	in	PART-OF	[IN]	2
dump sentences\V-908_1_.txt	plant	ayurvedic medicine	in	PART-OF	[IN]	2
dump sentences\T-849_0_.txt	plant	ayurvedic medicine	in	PART-OF	[IN]	2
dump sentences\A-200_14_.txt	salmonella	alfalfa	in	PART-OF	[IN]	2
dump sentences\A-343_6_.txt	salmonella	eggs	in	PART-OF	[IN]	2
dump sentences\V-485_55_.txt	salmonella	eggs	in	PART-OF	[IN]	2
dump sentences\V-625_5_.txt	salmonella	eggs	in	PART-OF	[IN]	2
dump sentences\A-195_44_.txt	salmonella	eggs	in	PART-OF	[IN]	2
dump sentences\V-670_3_.txt	inflammation	atherosclerosis	in	PART-OF	[IN]	2
dump sentences\V-16_44_.txt	inflammation	arthritis	in	PART-OF	[IN]	2
dump sentences\A-321_33_.txt	esophageal cancer	bacon	in	PART-OF	[IN]	2
dump sentences\V-1278_7_.txt	calcium	kale	in	PART-OF	[IN]	2
dump sentences\A-253_6_.txt	dna damage	athletes	in	PART-OF	[IN]	2
dump sentences\V-765_9_.txt	adrenaline	plants	in	PART-OF	[IN]	2
dump sentences\T-1535_5_.txt	amino acids	animal proteins	in	PART-OF	[IN]	2
dump sentences\V-1076_2_.txt	mortality	poultry workers	in	PART-OF	[IN]	2
dump sentences\V-551_11_.txt	mortality	poultry workers	in	PART-OF	[IN]	2
dump sentences\A-268_8_.txt	mortality	poultry workers	in	PART-OF	[IN]	2
dump sentences\A-117_12_.txt	mortality	infants	in	PART-OF	[IN]	2
dump sentences\V-300_14_.txt	preservative	dried fruit	in	PART-OF	[IN]	2
dump sentences\V-161_10_.txt	phytonutrients	grapes	in	PART-OF	[IN]	2
dump sentences\V-153_15_.txt	phytonutrients	grapes	in	PART-OF	[IN]	2
dump sentences\A-153_17_.txt	resveratrol	grapes	in	PART-OF	[IN]	2
dump sentences\T-858_8_.txt	resveratrol	grapes	in	PART-OF	[IN]	2
dump sentences\V-113_26_.txt	endorphins	skin	released by your	PART-OF	[VBN, IN, PRP$]	1
dump sentences\V-195_10_.txt	lead	chinese	in	PART-OF	[IN]	2
dump sentences\V-574_21_.txt	phytonutrients	cherries	in	PART-OF	[IN]	2
dump sentences\A-292_23_.txt	phytonutrients	cherries	in	PART-OF	[IN]	2
dump sentences\V-437_22_.txt	phytonutrients	cherries	in	PART-OF	[IN]	2
dump sentences\V-437_22_.txt	anthocyanin phytonutrients	cherries	in	PART-OF	[IN]	2
dump sentences\T-1930_3_.txt	obesity	chickens	in	PART-OF	[IN]	2
dump sentences\T-266_13_.txt	obesity	chickens	in	PART-OF	[IN]	2
dump sentences\A-14_3_.txt	obesity	china	in	PART-OF	[IN]	2
dump sentences\V-317_3_.txt	obesity	china	in	PART-OF	[IN]	2
dump sentences\A-289_4_.txt	hormones	pills	in	PART-OF	[IN]	2
dump sentences\V-571_7_.txt	hormones	pills	in	PART-OF	[IN]	2
dump sentences\A-481_15_.txt	folic acid	pills	in	PART-OF	[IN]	2
dump sentences\V-1054_15_.txt	folic acid	pills	in	PART-OF	[IN]	2
dump sentences\T-1783_3_.txt	folic acid	pills	in	PART-OF	[IN]	2
dump sentences\A-278_12_.txt	citruline	watermelons	in	PART-OF	[IN]	2
dump sentences\V-560_10_.txt	citruline	watermelons	in	PART-OF	[IN]	2
dump sentences\V-280_2_.txt	amino acids	animal protein	in	PART-OF	[IN]	2
dump sentences\A-341_8_.txt	insulin sensitivity	glucose	in	PART-OF	[IN]	2
dump sentences\V-588_6_.txt	polonium	fish	in	PART-OF	[IN]	2
dump sentences\A-265_20_.txt	beans	healthy diets	in	PART-OF	[IN]	2
dump sentences\V-141_35_.txt	acetic acid	vinegar	in	PART-OF	[IN]	2
dump sentences\V-142_6_.txt	acetic acid	vinegar	in	PART-OF	[IN]	2
dump sentences\T-990_6_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-1535_10_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\V-122_13_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-1526_5_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\A-50_2_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\A-356_10_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-1653_2_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-225_12_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-953_6_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\V-352_2_.txt	puberty	girls	in	PART-OF	[IN]	2
dump sentences\A-160_16_.txt	hexachlorobenzene	fish	in	PART-OF	[IN]	2
dump sentences\V-1039_2_.txt	phytonutrients	cruciferous vegetables	in	PART-OF	[IN]	2
dump sentences\V-287_10_.txt	phytonutrients	oats	in	PART-OF	[IN]	2
dump sentences\A-77_21_.txt	phytonutrients	fruit	in	PART-OF	[IN]	2
dump sentences\V-377_13_.txt	phytonutrients	fruit	in	PART-OF	[IN]	2
dump sentences\T-1768_4_.txt	phytonutrients	fruit	in	PART-OF	[IN]	2
dump sentences\V-479_13_.txt	phytonutrients	berries	in	PART-OF	[IN]	2
dump sentences\V-1125_6_.txt	phytonutrients	berries	in	PART-OF	[IN]	2
dump sentences\A-188_11_.txt	phytonutrients	berries	in	PART-OF	[IN]	2
dump sentences\A-210_11_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\A-115_5_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\A-285_11_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\V-377_12_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\V-413_2_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\T-1482_4_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\T-1783_1_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\V-498_7_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\T-1585_4_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\A-77_19_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\V-46_10_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\V-567_10_.txt	phytonutrients	plants	in	PART-OF	[IN]	2
dump sentences\T-1446_29_.txt	phytonutrients	raw	in	PART-OF	[IN]	2
dump sentences\A-89_18_.txt	phytonutrients	eggs	in	PART-OF	[IN]	2
dump sentences\V-388_14_.txt	phytonutrients	eggs	in	PART-OF	[IN]	2
dump sentences\A-242_10_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\V-942_16_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\V-245_6_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\V-604_5_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\V-528_10_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\A-253_16_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\A-323_5_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\V-537_16_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\T-1347_5_.txt	phytonutrients	fruits	in	PART-OF	[IN]	2
dump sentences\A-322_10_.txt	phytonutrients	cranberries	in	PART-OF	[IN]	2
dump sentences\A-322_24_.txt	phytonutrients	cranberries	in	PART-OF	[IN]	2
dump sentences\V-590_8_.txt	phytonutrients	cranberries	in	PART-OF	[IN]	2
dump sentences\V-603_20_.txt	phytonutrients	cranberries	in	PART-OF	[IN]	2
dump sentences\V-603_7_.txt	phytonutrients	cranberries	in	PART-OF	[IN]	2
dump sentences\V-1063_1_.txt	phytonutrients	soy	in	PART-OF	[IN]	2
dump sentences\V-532_24_.txt	phytonutrients	soy	in	PART-OF	[IN]	2
dump sentences\A-247_23_.txt	phytonutrients	soy	in	PART-OF	[IN]	2
dump sentences\V-636_17_.txt	phytonutrients	soy	in	PART-OF	[IN]	2
dump sentences\T-1446_26_.txt	phytonutrients	flax	in	PART-OF	[IN]	2
dump sentences\T-305_0_.txt	phytonutrients	flax	in	PART-OF	[IN]	2
dump sentences\A-81_29_.txt	phytoestrogens	flaxseeds	in	PART-OF	[IN]	2
dump sentences\V-380_14_.txt	phytoestrogens	flaxseeds	in	PART-OF	[IN]	2
dump sentences\T-1590_1_.txt	pollutant	fish	in	PART-OF	[IN]	2
dump sentences\A-395_11_.txt	antibiotics	white meat	in	PART-OF	[IN]	2
dump sentences\V-217_5_.txt	curcumin	pain	in	PART-OF	[IN]	2
dump sentences\V-277_9_.txt	pain	children	in	PART-OF	[IN]	2
dump sentences\V-213_9_.txt	calcium	milk	in	PART-OF	[IN]	2
dump sentences\V-1259_10_.txt	calcium	milk	in	PART-OF	[IN]	2
dump sentences\V-68_3_.txt	calcium	cheese	in	PART-OF	[IN]	2
dump sentences\V-1009_9_.txt	calcium	soy milk	in	PART-OF	[IN]	2
dump sentences\V-1009_9_.txt	calcium	soy	in	PART-OF	[IN]	2
dump sentences\V-62_14_.txt	pepsi	dyspepsia	in	PART-OF	[IN]	2
dump sentences\A-109_6_.txt	constipation	young children	in	PART-OF	[IN]	2
dump sentences\V-408_6_.txt	constipation	young children	in	PART-OF	[IN]	2
dump sentences\A-160_27_.txt	pollutants	diabetes	in	PART-OF	[IN]	2
dump sentences\T-443_3_.txt	diabetes	china	in	PART-OF	[IN]	2
dump sentences\T-704_7_.txt	aid	diabetes	in	PART-OF	[IN]	2
dump sentences\A-374_8_.txt	risk	african-american	in	PART-OF	[IN]	2
dump sentences\T-387_3_.txt	risk	african-american	in	PART-OF	[IN]	2
dump sentences\T-573_1_.txt	pollutants	fish oil	in	PART-OF	[IN]	2
dump sentences\A-443_3_.txt	bioactive molecules	milk	in	PART-OF	[IN]	2
dump sentences\V-823_8_.txt	bioactive molecules	milk	in	PART-OF	[IN]	2
dump sentences\T-1753_1_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-1124_4_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\A-119_11_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-417_6_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-1047_2_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-1124_3_.txt	hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-608_13_.txt	amino acids	milk	in	PART-OF	[IN]	2
dump sentences\A-328_14_.txt	amino acids	milk	in	PART-OF	[IN]	2
dump sentences\A-218_29_.txt	berries	milk	in	PART-OF	[IN]	2
dump sentences\A-15_32_.txt	insulin	milk	in	PART-OF	[IN]	2
dump sentences\V-825_0_.txt	casomorphin	milk	in	PART-OF	[IN]	2
dump sentences\T-1753_1_.txt	steroid hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-1124_3_.txt	steroid hormones	milk	in	PART-OF	[IN]	2
dump sentences\V-318_12_.txt	galactose	milk	in	PART-OF	[IN]	2
dump sentences\A-15_15_.txt	galactose	milk	in	PART-OF	[IN]	2
dump sentences\V-13_301_.txt	galactose	milk	in	PART-OF	[IN]	2
dump sentences\T-275_2_.txt	galactose	milk	in	PART-OF	[IN]	2
dump sentences\A-242_23_.txt	pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-368_32_.txt	pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-353_5_.txt	pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-465_11_.txt	pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-407_13_.txt	hormones	vegans	in	PART-OF	[IN]	2
dump sentences\A-407_13_.txt	growth hormones	vegans	in	PART-OF	[IN]	2
dump sentences\A-395_17_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-242_23_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-220_22_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-368_32_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-353_5_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-465_11_.txt	industrial pollutants	vegans	in	PART-OF	[IN]	2
dump sentences\A-67_23_.txt	igf-1	vegans	in	PART-OF	[IN]	2
dump sentences\V-368_17_.txt	igf-1	vegans	in	PART-OF	[IN]	2
dump sentences\V-720_3_.txt	igf-1	vegans	in	PART-OF	[IN]	2
dump sentences\T-472_2_.txt	preservatives	junk food	in	PART-OF	[IN]	2
dump sentences\V-20_12_.txt	protein	miso	in	PART-OF	[IN]	2
dump sentences\V-212_34_.txt	endotoxins	animal products	in	PART-OF	[IN]	2
dump sentences\V-642_28_.txt	endotoxins	animal products	in	PART-OF	[IN]	2
dump sentences\T-1599_3_.txt	toxins	animal products	in	PART-OF	[IN]	2
dump sentences\V-503_7_.txt	iron	animal products	in	PART-OF	[IN]	2
dump sentences\V-1046_5_.txt	estrogens	american	in	PART-OF	[IN]	2
dump sentences\V-1262_8_.txt	estrogens	soy	in	PART-OF	[IN]	2
dump sentences\T-1783_3_.txt	folate	beans	in	PART-OF	[IN]	2
dump sentences\A-481_15_.txt	folate	beans	in	PART-OF	[IN]	2
dump sentences\V-302_12_.txt	folate	greens	in	PART-OF	[IN]	2
dump sentences\V-765_16_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\A-400_14_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\V-16_229_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\A-314_14_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\A-425_5_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\A-154_25_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\A-292_36_.txt	neurotransmitters	plants	in	PART-OF	[IN]	2
dump sentences\T-1208_25_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\V-539_12_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\V-610_35_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\A-329_8_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\A-330_0_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\A-255_13_.txt	choline	eggs	in	PART-OF	[IN]	2
dump sentences\T-511_3_.txt	biogenic amines	seafood	in	PART-OF	[IN]	2
dump sentences\V-46_17_.txt	salicylic acid	cumin	in	PART-OF	[IN]	2
dump sentences\V-1144_0_.txt	industrial toxins	fish	in	PART-OF	[IN]	2
dump sentences\T-573_3_.txt	industrial toxins	fish	in	PART-OF	[IN]	2
dump sentences\V-165_10_.txt	herbs	cardiovascular disease	in	PART-OF	[IN]	2
dump sentences\V-732_22_.txt	prostate enlargement	china	in	PART-OF	[IN]	2
dump sentences\V-125_10_.txt	pcbs	seafood	in	PART-OF	[IN]	2
dump sentences\A-235_18_.txt	pcbs	salmon	in	PART-OF	[IN]	2
dump sentences\V-521_15_.txt	pcbs	salmon	in	PART-OF	[IN]	2
dump sentences\V-126_4_.txt	chemical	ginger	in	PART-OF	[IN]	2
dump sentences\T-1982_4_.txt	patulin	apple juice	in	PART-OF	[IN]	2
dump sentences\T-1393_2_.txt	neurotoxic chemicals	cheese	in	PART-OF	[IN]	2
dump sentences\T-995_1_.txt	inflammatory response	artery	in	PART-OF	[IN]	2
dump sentences\T-990_6_.txt	early onset puberty	girls	in	PART-OF	[IN]	2
dump sentences\T-953_6_.txt	early onset puberty	girls	in	PART-OF	[IN]	2
dump sentences\A-359_3_.txt	infectious diseases	children	in	PART-OF	[IN]	2
dump sentences\V-1145_4_.txt	pollutants	animal fats	in	PART-OF	[IN]	2
dump sentences\V-13_284_.txt	fish	wisconsin	in	PART-OF	[IN]	2
dump sentences\T-151_7_.txt	colon	digestion	in	PART-OF	[IN]	2
dump sentences\V-598_3_.txt	risk	kids	in	PART-OF	[IN]	2
dump sentences\T-585_6_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\T-1345_3_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\V-508_12_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\T-1590_7_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-441_19_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\T-752_4_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\T-573_1_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-441_23_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-220_10_.txt	pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-163_16_.txt	pollutants	salmon	in	PART-OF	[IN]	2
dump sentences\A-160_17_.txt	pollutants	salmon	in	PART-OF	[IN]	2
dump sentences\V-843_5_.txt	diseases	chickens	in	PART-OF	[IN]	2
dump sentences\A-361_8_.txt	clinical nutrition	medical school	in	PART-OF	[IN]	2
dump sentences\V-906_19_.txt	market	peoria	in	PART-OF	[IN]	2
dump sentences\T-1326_0_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\T-457_10_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\T-379_3_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\T-378_3_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\T-904_4_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\T-906_4_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\V-954_1_.txt	nutrition education	medical schools	in	PART-OF	[IN]	2
dump sentences\A-321_1_.txt	nutrient synergy	cranberries	in	PART-OF	[IN]	2
dump sentences\T-1175_9_.txt	breast development	girls	in	PART-OF	[IN]	2
dump sentences\V-51_26_.txt	antibodies	children	in	PART-OF	[IN]	2
dump sentences\A-233_2_.txt	plant-based diets	uganda	in	PART-OF	[IN]	2
dump sentences\A-104_18_.txt	prediabetes	children	in	PART-OF	[IN]	2
dump sentences\A-4_32_.txt	prediabetes	children	in	PART-OF	[IN]	2
dump sentences\V-643_4_.txt	medium-chain fatty acids	coconut	in	PART-OF	[IN]	2
dump sentences\T-478_5_.txt	medium-chain fatty acids	coconut	in	PART-OF	[IN]	2
dump sentences\T-440_10_.txt	children	shopping carts	in	PART-OF	[IN]	2
dump sentences\T-1511_7_.txt	domoic acid	tuna	in	PART-OF	[IN]	2
dump sentences\V-565_3_.txt	flavonoids	berries	in	PART-OF	[IN]	2
dump sentences\A-283_3_.txt	flavonoids	berries	in	PART-OF	[IN]	2
dump sentences\T-301_10_.txt	toxin	avocados	in	PART-OF	[IN]	2
dump sentences\T-1870_4_.txt	toxin	tuna	in	PART-OF	[IN]	2
dump sentences\V-186_3_.txt	flavor	processed foods	in	PART-OF	[IN]	2
dump sentences\V-582_6_.txt	steroids	processed foods	in	PART-OF	[IN]	2
dump sentences\A-359_3_.txt	diseases	children	in	PART-OF	[IN]	2
dump sentences\V-153_7_.txt	variety	fruit	in	PART-OF	[IN]	2
dump sentences\V-698_7_.txt	antibiotics	urine	in	PART-OF	[IN]	2
dump sentences\A-395_9_.txt	antibiotics	urine	in	PART-OF	[IN]	2
dump sentences\V-814_12_.txt	lies	infants	in	PART-OF	[IN]	2
dump sentences\T-154_2_.txt	steroids	farm animals	in	PART-OF	[IN]	2
dump sentences\T-511_1_.txt	endotoxins	raw	in	PART-OF	[IN]	2
dump sentences\T-661_3_.txt	hormones	eggs	in	PART-OF	[IN]	2
dump sentences\A-109_2_.txt	constipation	infants	in	PART-OF	[IN]	2
dump sentences\V-408_1_.txt	constipation	infants	in	PART-OF	[IN]	2
dump sentences\V-840_2_.txt	infections	infants	in	PART-OF	[IN]	2
dump sentences\T-775_15_.txt	toxins	fish	in	PART-OF	[IN]	2
dump sentences\V-1158_4_.txt	toxins	fish	in	PART-OF	[IN]	2
dump sentences\T-573_3_.txt	toxins	fish	in	PART-OF	[IN]	2
dump sentences\V-1144_0_.txt	toxins	fish	in	PART-OF	[IN]	2
dump sentences\A-436_25_.txt	toxins	raw	in	PART-OF	[IN]	2
dump sentences\A-394_39_.txt	toxins	raw	in	PART-OF	[IN]	2
dump sentences\A-318_30_.txt	toxins	raw	in	PART-OF	[IN]	2
dump sentences\A-376_38_.txt	toxins	raw	in	PART-OF	[IN]	2
dump sentences\T-1511_0_.txt	toxins	seafood	in	PART-OF	[IN]	2
dump sentences\T-114_9_.txt	ear infections	children	in	PART-OF	[IN]	2
dump sentences\V-604_17_.txt	anthocyanins	bananas	in	PART-OF	[IN]	2
dump sentences\A-141_30_.txt	cadmium	plants	in	PART-OF	[IN]	2
dump sentences\T-936_7_.txt	fructose	fruit	in	PART-OF	[IN]	2
dump sentences\T-936_8_.txt	fructose	fruit	in	PART-OF	[IN]	2
dump sentences\T-465_1_.txt	bioflavonoids	citrus	in	PART-OF	[IN]	2
dump sentences\V-565_3_.txt	bioflavonoids	citrus	in	PART-OF	[IN]	2
dump sentences\A-283_3_.txt	bioflavonoids	citrus	in	PART-OF	[IN]	2
dump sentences\A-285_9_.txt	hesperidin	citrus	in	PART-OF	[IN]	2
dump sentences\A-464_5_.txt	organs	antioxidants	in	PART-OF	[IN]	2
